individual,repro_output_two,repro_output_one,repro_output,year,site,box,hole,nest_start,straw_id,lookup_id,species,genus,sex,nest_end,nest_duration,emergence_year_plus_one,emergence_year_plus_two,size,parasitized,parasite_id,questionable_id,notes
490,2,0,2,2013,forrest_meadow,6,b4,169,437,2013.forrest_meadow.6.b4,Osmia_iridis,Osmia,male,171,3,NA,155,m,no,NA,NA,could not get nest
491,3,0,3,2013,forrest_meadow,6,c3,180,438,2013.forrest_meadow.6.c3,Osmia_iridis,Osmia,female,182,3,NA,166,s,no,NA,NA,could not get nest
491,3,0,3,2013,forrest_meadow,6,c3,180,438,2013.forrest_meadow.6.c3,Osmia_iridis,Osmia,female,182,3,NA,166,s,no,NA,NA,could not get nest
491,3,0,3,2013,forrest_meadow,6,c3,180,438,2013.forrest_meadow.6.c3,Osmia_iridis,Osmia,female,182,3,NA,166,s,no,NA,NA,NA
494,1,0,1,2013,forrest_meadow,7,c5,169,441,2013.forrest_meadow.7.c5,Osmia_iridis,Osmia,male,171,3,NA,155,s,no,NA,NA,NA
504,3,0,3,2013,judd_falls,3,b6,201,489,2013.judd_falls.3.b6,Osmia_iridis,Osmia,female,203,3,NA,166,NA,yes,Sapyga sp,NA,NA
504,3,0,3,2013,judd_falls,3,b6,201,489,2013.judd_falls.3.b6,Osmia_iridis,Osmia,NA,203,3,NA,166,NA,yes,Sapyga sp,NA,3w
504,3,0,3,2013,judd_falls,3,b6,201,489,2013.judd_falls.3.b6,Osmia_iridis,Osmia,NA,203,3,NA,162,NA,yes,Sapyga sp,NA,1w
507,3,0,3,2013,judd_falls,3,c8,176,492,2013.judd_falls.3.c8,Osmia_iridis,Osmia,NA,178,3,NA,162,m,no,NA,NA,one still in nest
507,3,0,3,2013,judd_falls,3,c8,176,492,2013.judd_falls.3.c8,Osmia_iridis,Osmia,male,178,3,NA,162,m,no,NA,NA,NA
507,3,0,3,2013,judd_falls,3,c8,176,492,2013.judd_falls.3.c8,Osmia_iridis,Osmia,male,178,3,NA,162,m,no,NA,NA,NA
509,1,0,1,2013,judd_falls,4,b7,164,494,2013.judd_falls.4.b7,Osmia_iridis,Osmia,female,168,5,NA,162,m,no,NA,NA,NA
516,1,0,1,2013,judd_falls,7,b7,175,498,2013.judd_falls.7.b7,Osmia_iridis,Osmia,male,182,8,NA,166,m,no,NA,NA,NA
522,3,0,3,2013,pelton_bench,1,a5,161,507,2013.pelton_bench.1.a5,Osmia_iridis,Osmia,female,187,27,NA,169,m,no,NA,NA,NA
522,3,0,3,2013,pelton_bench,1,a5,161,507,2013.pelton_bench.1.a5,Osmia_iridis,Osmia,female,187,27,NA,169,m,no,NA,NA,NA
522,3,0,3,2013,pelton_bench,1,a5,161,507,2013.pelton_bench.1.a5,Osmia_iridis,Osmia,female,187,27,NA,169,m,no,NA,NA,NA
540,1,0,1,2013,pelton_bench,2,b9,190,515,2013.pelton_bench.2.b9,Osmia_iridis,Osmia,male,206,17,NA,166,s,no,NA,NA,NA
541,1,0,1,2013,pelton_bench,2,c2,173,516,2013.pelton_bench.2.c2,Osmia_iridis,Osmia,female,175,3,NA,166,s,no,NA,NA,NA
549,6,0,6,2013,pelton_bench,4,a8,166,518,2013.pelton_bench.4.a8,Osmia_iridis,Osmia,male,168,3,NA,148,s,no,NA,NA,NA
549,6,0,6,2013,pelton_bench,4,a8,166,518,2013.pelton_bench.4.a8,Osmia_iridis,Osmia,male,168,3,NA,148,s,no,NA,NA,NA
549,6,0,6,2013,pelton_bench,4,a8,166,518,2013.pelton_bench.4.a8,Osmia_iridis,Osmia,female,168,3,NA,162,s,no,NA,NA,NA
549,6,0,6,2013,pelton_bench,4,a8,166,518,2013.pelton_bench.4.a8,Osmia_iridis,Osmia,female,168,3,NA,162,s,no,NA,NA,NA
549,6,0,6,2013,pelton_bench,4,a8,166,518,2013.pelton_bench.4.a8,Osmia_iridis,Osmia,female,168,3,NA,162,s,no,NA,NA,NA
549,6,0,6,2013,pelton_bench,4,a8,166,518,2013.pelton_bench.4.a8,Osmia_iridis,Osmia,female,168,3,NA,166,s,no,NA,NA,NA
556,2,0,2,2013,pelton_bench,8,a5,161,524,2013.pelton_bench.8.a5,Osmia_montana,Osmia,male,178,18,NA,152,s,no,NA,NA,NA
556,2,0,2,2013,pelton_bench,8,a5,161,524,2013.pelton_bench.8.a5,Osmia_montana,Osmia,male,178,18,NA,152,s,no,NA,NA,NA
557,1,0,1,2013,pelton_bench,8,a7,175,525,2013.pelton_bench.8.a7,Osmia_montana,Osmia,male,182,8,NA,155,m,no,NA,NA,NA
559,5,0,5,2013,pelton_bench,8,a9,158,527,2013.pelton_bench.8.a9,Osmia_subaustralis,Osmia,female,168,11,NA,162,l,no,NA,NA,NA
559,5,0,5,2013,pelton_bench,8,a9,158,527,2013.pelton_bench.8.a9,Osmia_subaustralis,Osmia,female,168,11,NA,162,l,no,NA,NA,NA
559,5,0,5,2013,pelton_bench,8,a9,158,527,2013.pelton_bench.8.a9,Osmia_subaustralis,Osmia,female,168,11,NA,162,l,no,NA,NA,NA
559,5,0,5,2013,pelton_bench,8,a9,158,527,2013.pelton_bench.8.a9,Osmia_subaustralis,Osmia,female,168,11,NA,162,l,no,NA,NA,NA
559,5,0,5,2013,pelton_bench,8,a9,158,527,2013.pelton_bench.8.a9,Osmia_subaustralis,Osmia,female,168,11,NA,169,l,no,NA,NA,NA
563,6,0,6,2013,pelton_bench,8,b5,158,530,2013.pelton_bench.8.b5,Osmia_subaustralis,Osmia,male,168,11,NA,159,l,no,NA,NA,NA
563,6,0,6,2013,pelton_bench,8,b5,158,530,2013.pelton_bench.8.b5,Osmia_subaustralis,Osmia,female,168,11,NA,159,l,no,NA,NA,NA
563,6,0,6,2013,pelton_bench,8,b5,158,530,2013.pelton_bench.8.b5,Osmia_subaustralis,Osmia,female,168,11,NA,162,l,no,NA,NA,NA
563,6,0,6,2013,pelton_bench,8,b5,158,530,2013.pelton_bench.8.b5,Osmia_subaustralis,Osmia,female,168,11,NA,162,l,no,NA,NA,NA
563,6,0,6,2013,pelton_bench,8,b5,158,530,2013.pelton_bench.8.b5,Osmia_subaustralis,Osmia,female,168,11,NA,162,l,no,NA,NA,NA
563,6,0,6,2013,pelton_bench,8,b5,158,530,2013.pelton_bench.8.b5,Osmia_subaustralis,Osmia,female,168,11,NA,162,l,no,NA,NA,NA
564,1,0,1,2013,pelton_bench,8,b6,161,531,2013.pelton_bench.8.b6,Osmia_montana,Osmia,male,168,8,NA,166,m,no,NA,NA,NA
565,3,0,3,2013,pelton_bench,8,b7,168,532,2013.pelton_bench.8.b7,Osmia_montana,Osmia,male,171,4,NA,155,s,no,NA,NA,NA
565,3,0,3,2013,pelton_bench,8,b7,168,532,2013.pelton_bench.8.b7,Osmia_montana,Osmia,male,171,4,NA,155,s,no,NA,NA,NA
565,3,0,3,2013,pelton_bench,8,b7,168,532,2013.pelton_bench.8.b7,Osmia_montana,Osmia,female,171,4,NA,169,s,no,NA,NA,NA
568,2,0,2,2013,pelton_bench,8,c3,161,535,2013.pelton_bench.8.c3,Osmia_montana,Osmia,male,171,11,NA,152,s,no,NA,NA,NA
568,2,0,2,2013,pelton_bench,8,c3,161,535,2013.pelton_bench.8.c3,Osmia_montana,Osmia,male,171,11,NA,152,s,no,NA,NA,NA
569,4,0,4,2013,pelton_bench,8,c4,173,536,2013.pelton_bench.8.c4,Osmia_montana,Osmia,male,175,3,NA,152,l,no,NA,NA,NA
569,4,0,4,2013,pelton_bench,8,c4,173,536,2013.pelton_bench.8.c4,Osmia_montana,Osmia,female,175,3,NA,169,l,no,NA,NA,NA
569,4,0,4,2013,pelton_bench,8,c4,173,536,2013.pelton_bench.8.c4,Osmia_montana,Osmia,female,175,3,NA,169,l,no,NA,NA,NA
569,4,0,4,2013,pelton_bench,8,c4,173,536,2013.pelton_bench.8.c4,Osmia_montana,Osmia,female,175,3,NA,169,l,no,NA,NA,NA
571,2,0,2,2013,pelton_bench,8,c6,171,538,2013.pelton_bench.8.c6,Osmia_montana,Osmia,male,178,8,NA,152,s,no,NA,NA,NA
571,2,0,2,2013,pelton_bench,8,c6,171,538,2013.pelton_bench.8.c6,Osmia_montana,Osmia,male,178,8,NA,169,s,no,NA,NA,NA
572,6,0,6,2013,pelton_bench,8,c7,164,539,2013.pelton_bench.8.c7,Osmia_montana,Osmia,male,175,12,NA,152,l,no,NA,NA,NA
572,6,0,6,2013,pelton_bench,8,c7,164,539,2013.pelton_bench.8.c7,Osmia_montana,Osmia,male,175,12,NA,169,l,no,NA,NA,NA
572,6,0,6,2013,pelton_bench,8,c7,164,539,2013.pelton_bench.8.c7,Osmia_montana,Osmia,female,175,12,NA,173,l,no,NA,NA,NA
572,6,0,6,2013,pelton_bench,8,c7,164,539,2013.pelton_bench.8.c7,Osmia_montana,Osmia,female,175,12,NA,173,l,no,NA,NA,NA
572,6,0,6,2013,pelton_bench,8,c7,164,539,2013.pelton_bench.8.c7,Osmia_montana,Osmia,female,175,12,NA,173,l,no,NA,NA,NA
572,6,0,6,2013,pelton_bench,8,c7,164,539,2013.pelton_bench.8.c7,Osmia_montana,Osmia,female,175,12,NA,173,l,no,NA,NA,NA
576,1,0,1,2013,pelton_bench,9,b4,161,543,2013.pelton_bench.9.b4,Osmia_iridis,Osmia,male,168,8,NA,152,s,no,NA,NA,NA
582,5,0,5,2013,townsite,1,a7,190,565,2013.townsite.1.a7,Osmia_iridis,Osmia,female,192,3,NA,155,m,no,NA,NA,NA
582,5,0,5,2013,townsite,1,a7,190,565,2013.townsite.1.a7,Osmia_iridis,Osmia,female,192,3,NA,155,m,no,NA,NA,NA
582,5,0,5,2013,townsite,1,a7,190,565,2013.townsite.1.a7,Osmia_iridis,Osmia,male,192,3,NA,152,m,no,NA,NA,NA
582,5,0,5,2013,townsite,1,a7,190,565,2013.townsite.1.a7,Osmia_iridis,Osmia,male,192,3,NA,152,m,no,NA,NA,NA
582,5,0,5,2013,townsite,1,a7,190,565,2013.townsite.1.a7,Osmia_iridis,Osmia,male,192,3,NA,152,m,no,NA,NA,NA
584,5,0,5,2013,townsite,1,b4,161,567,2013.townsite.1.b4,Osmia_iridis,Osmia,female,164,4,NA,166,m,no,NA,NA,NA
584,5,0,5,2013,townsite,1,b4,161,567,2013.townsite.1.b4,Osmia_iridis,Osmia,female,164,4,NA,166,m,no,NA,NA,NA
584,5,0,5,2013,townsite,1,b4,161,567,2013.townsite.1.b4,Osmia_iridis,Osmia,female,164,4,NA,166,m,no,NA,NA,NA
584,5,0,5,2013,townsite,1,b4,161,567,2013.townsite.1.b4,Osmia_iridis,Osmia,female,164,4,NA,166,m,no,NA,NA,NA
584,5,0,5,2013,townsite,1,b4,161,567,2013.townsite.1.b4,Osmia_iridis,Osmia,male,164,4,NA,155,m,no,NA,NA,NA
591,1,0,1,2013,townsite,10,a3,161,605,2013.townsite.10.a3,Osmia_coloradensis,Osmia,female,168,8,NA,166,s,no,NA,NA,NA
595,2,0,2,2013,townsite,10,b5,173,609,2013.townsite.10.b5,Osmia_coloradensis,Osmia,female,175,3,NA,155,s,no,NA,NA,NA
595,2,0,2,2013,townsite,10,b5,173,609,2013.townsite.10.b5,Osmia_coloradensis,Osmia,male,175,3,NA,152,s,no,NA,NA,NA
602,3,0,3,2013,townsite,16,c5,218,616,2013.townsite.16.c5,Osmia_iridis,Osmia,male,220,3,NA,162,NA,no,NA,NA,NA
602,3,0,3,2013,townsite,16,c5,218,616,2013.townsite.16.c5,Osmia_iridis,Osmia,male,220,3,NA,155,NA,no,NA,NA,NA
602,3,0,3,2013,townsite,16,c5,218,616,2013.townsite.16.c5,Osmia_iridis,Osmia,male,220,3,NA,155,NA,no,NA,NA,NA
641,7,0,7,2013,townsite,8,a8,168,591,2013.townsite.8.a8,Osmia_coloradensis,Osmia,female,171,4,NA,155,s,no,NA,NA,NA
641,7,0,7,2013,townsite,8,a8,168,591,2013.townsite.8.a8,Osmia_coloradensis,Osmia,female,171,4,NA,155,s,no,NA,NA,NA
641,7,0,7,2013,townsite,8,a8,168,591,2013.townsite.8.a8,Osmia_coloradensis,Osmia,female,171,4,NA,155,s,no,NA,NA,NA
641,7,0,7,2013,townsite,8,a8,168,591,2013.townsite.8.a8,Osmia_coloradensis,Osmia,male,171,4,NA,155,s,no,NA,NA,NA
641,7,0,7,2013,townsite,8,a8,168,591,2013.townsite.8.a8,Osmia_coloradensis,Osmia,male,171,4,NA,155,s,no,NA,NA,NA
641,7,0,7,2013,townsite,8,a8,168,591,2013.townsite.8.a8,Osmia_coloradensis,Osmia,male,171,4,NA,155,s,no,NA,NA,NA
641,7,0,7,2013,townsite,8,a8,168,591,2013.townsite.8.a8,Osmia_coloradensis,Osmia,male,171,4,NA,155,s,no,NA,NA,NA
645,1,0,1,2013,townsite,8,b6,175,595,2013.townsite.8.b6,Osmia_montana,Osmia,male,187,13,NA,148,m,no,NA,yes,NA
646,1,0,1,2013,townsite,8,b7,168,596,2013.townsite.8.b7,Osmia_coloradensis,Osmia,male,171,4,NA,155,s,no,NA,NA,NA
647,5,0,5,2013,townsite,8,b8,187,597,2013.townsite.8.b8,Osmia_montana,Osmia,female,190,4,NA,169,l,no,NA,NA,NA
647,5,0,5,2013,townsite,8,b8,187,597,2013.townsite.8.b8,Osmia_montana,Osmia,female,190,4,NA,166,l,no,NA,NA,NA
647,5,0,5,2013,townsite,8,b8,187,597,2013.townsite.8.b8,Osmia_montana,Osmia,female,190,4,NA,166,l,no,NA,NA,NA
647,5,0,5,2013,townsite,8,b8,187,597,2013.townsite.8.b8,Osmia_montana,Osmia,female,190,4,NA,166,l,no,NA,NA,NA
647,5,0,5,2013,townsite,8,b8,187,597,2013.townsite.8.b8,Osmia_montana,Osmia,male,190,4,NA,155,l,no,NA,NA,NA
648,1,0,1,2013,townsite,8,b9,178,598,2013.townsite.8.b9,Osmia_iridis,Osmia,male,190,13,NA,162,m,no,NA,yes,NA
660,4,0,4,2013,townsite,8b,c3,176,642,2013.townsite.8b.c3,Osmia_iridis,Osmia,female,178,3,NA,166,s,no,NA,NA,NA
660,4,0,4,2013,townsite,8b,c3,176,642,2013.townsite.8b.c3,Osmia_iridis,Osmia,female,178,3,NA,166,s,no,NA,NA,NA
660,4,0,4,2013,townsite,8b,c3,176,642,2013.townsite.8b.c3,Osmia_iridis,Osmia,male,178,3,NA,166,s,no,NA,NA,NA
660,4,0,4,2013,townsite,8b,c3,176,642,2013.townsite.8b.c3,Osmia_iridis,Osmia,male,178,3,NA,166,s,no,NA,NA,NA
661,4,0,4,2013,townsite,8b,c4,182,643,2013.townsite.8b.c4,Osmia_iridis,Osmia,female,190,9,NA,166,m,no,NA,NA,NA
661,4,0,4,2013,townsite,8b,c4,182,643,2013.townsite.8b.c4,Osmia_iridis,Osmia,female,190,9,NA,166,m,no,NA,NA,NA
661,4,0,4,2013,townsite,8b,c4,182,643,2013.townsite.8b.c4,Osmia_iridis,Osmia,male,190,9,NA,166,m,no,NA,NA,NA
661,4,0,4,2013,townsite,8b,c4,182,643,2013.townsite.8b.c4,Osmia_iridis,Osmia,male,190,9,NA,166,m,no,NA,NA,NA
674,2,0,2,2013,treasury,10b,c4,164,674,2013.treasury.10b.c4,Osmia_iridis,Osmia,female,175,12,NA,169,s,no,NA,NA,NA
674,2,0,2,2013,treasury,10b,c4,164,674,2013.treasury.10b.c4,Osmia_iridis,Osmia,male,175,12,NA,155,s,no,NA,NA,NA
678,4,0,4,2013,treasury,6,a3,164,650,2013.treasury.6.a3,Osmia_iridis,Osmia,female,171,8,NA,166,s,no,NA,NA,NA
678,4,0,4,2013,treasury,6,a3,164,650,2013.treasury.6.a3,Osmia_iridis,Osmia,female,171,8,NA,166,s,no,NA,NA,NA
678,4,0,4,2013,treasury,6,a3,164,650,2013.treasury.6.a3,Osmia_iridis,Osmia,female,171,8,NA,166,s,no,NA,NA,NA
678,4,0,4,2013,treasury,6,a3,164,650,2013.treasury.6.a3,Osmia_iridis,Osmia,female,171,8,NA,166,s,no,NA,NA,NA
679,7,0,7,2013,treasury,6,a4,173,651,2013.treasury.6.a4,Osmia_iridis,Osmia,female,175,3,NA,162,s,no,NA,NA,NA
679,7,0,7,2013,treasury,6,a4,173,651,2013.treasury.6.a4,Osmia_iridis,Osmia,female,175,3,NA,162,s,no,NA,NA,NA
679,7,0,7,2013,treasury,6,a4,173,651,2013.treasury.6.a4,Osmia_iridis,Osmia,female,175,3,NA,162,s,no,NA,NA,NA
679,7,0,7,2013,treasury,6,a4,173,651,2013.treasury.6.a4,Osmia_iridis,Osmia,female,175,3,NA,155,s,no,NA,NA,NA
679,7,0,7,2013,treasury,6,a4,173,651,2013.treasury.6.a4,Osmia_iridis,Osmia,male,175,3,NA,152,s,no,NA,NA,NA
679,7,0,7,2013,treasury,6,a4,173,651,2013.treasury.6.a4,Osmia_iridis,Osmia,male,175,3,NA,152,s,no,NA,NA,NA
679,7,0,7,2013,treasury,6,a4,173,651,2013.treasury.6.a4,Osmia_iridis,Osmia,male,175,3,NA,152,s,no,NA,NA,NA
680,4,0,4,2013,treasury,6,a6,175,652,2013.treasury.6.a6,Osmia_iridis,Osmia,female,182,8,NA,169,m,no,NA,NA,NA
680,4,0,4,2013,treasury,6,a6,175,652,2013.treasury.6.a6,Osmia_iridis,Osmia,female,182,8,NA,169,m,no,NA,NA,NA
680,4,0,4,2013,treasury,6,a6,175,652,2013.treasury.6.a6,Osmia_iridis,Osmia,male,182,8,NA,152,m,no,NA,NA,NA
680,4,0,4,2013,treasury,6,a6,175,652,2013.treasury.6.a6,Osmia_iridis,Osmia,male,182,8,NA,152,m,no,NA,NA,NA
683,2,0,2,2013,treasury,6,b9,187,655,2013.treasury.6.b9,Osmia_iridis,Osmia,NA,190,4,NA,155,s,no,Wasp sp,NA,NA
683,2,0,2,2013,treasury,6,b9,187,655,2013.treasury.6.b9,Osmia_iridis,Osmia,male,190,4,NA,152,s,no,NA,NA,NA
685,4,0,4,2013,treasury,9,b5,173,657,2013.treasury.9.b5,Osmia_iridis,Osmia,female,175,3,NA,169,s,no,NA,NA,NA
685,4,0,4,2013,treasury,9,b5,173,657,2013.treasury.9.b5,Osmia_iridis,Osmia,female,175,3,NA,169,s,no,NA,NA,NA
685,4,0,4,2013,treasury,9,b5,173,657,2013.treasury.9.b5,Osmia_iridis,Osmia,female,175,3,NA,169,s,no,NA,NA,NA
685,4,0,4,2013,treasury,9,b5,173,657,2013.treasury.9.b5,Osmia_iridis,Osmia,female,175,3,NA,169,s,no,NA,NA,NA
686,5,0,5,2013,treasury,9,b6,173,658,2013.treasury.9.b6,Osmia_iridis,Osmia,female,175,3,NA,169,l,no,NA,NA,NA
686,5,0,5,2013,treasury,9,b6,173,658,2013.treasury.9.b6,Osmia_iridis,Osmia,female,175,3,NA,166,l,no,NA,NA,NA
686,5,0,5,2013,treasury,9,b6,173,658,2013.treasury.9.b6,Osmia_iridis,Osmia,female,175,3,NA,166,l,no,NA,NA,NA
686,5,0,5,2013,treasury,9,b6,173,658,2013.treasury.9.b6,Osmia_iridis,Osmia,female,175,3,NA,166,l,no,NA,NA,NA
686,5,0,5,2013,treasury,9,b6,173,658,2013.treasury.9.b6,Osmia_iridis,Osmia,female,175,3,NA,155,l,no,NA,NA,NA
687,2,0,2,2013,treasury,9,b8,166,659,2013.treasury.9.b8,Osmia_iridis,Osmia,female,168,3,NA,166,s,no,NA,NA,NA
687,2,0,2,2013,treasury,9,b8,166,659,2013.treasury.9.b8,Osmia_iridis,Osmia,female,168,3,NA,166,s,no,NA,NA,NA
691,5,0,5,2013,treasury,9,c6,180,663,2013.treasury.9.c6,Osmia_iridis,Osmia,female,182,3,NA,169,m,no,NA,NA,SIN
691,5,0,5,2013,treasury,9,c6,180,663,2013.treasury.9.c6,Osmia_iridis,Osmia,female,182,3,NA,166,m,no,NA,NA,NA
691,5,0,5,2013,treasury,9,c6,180,663,2013.treasury.9.c6,Osmia_iridis,Osmia,male,182,3,NA,148,m,no,NA,NA,NA
691,5,0,5,2013,treasury,9,c6,180,663,2013.treasury.9.c6,Osmia_iridis,Osmia,male,182,3,NA,148,m,no,NA,NA,NA
691,5,0,5,2013,treasury,9,c6,180,663,2013.treasury.9.c6,Osmia_iridis,Osmia,male,182,3,NA,148,m,no,NA,NA,NA
692,4,0,4,2013,treasury,9,c7,161,664,2013.treasury.9.c7,Osmia_iridis,Osmia,male,164,4,NA,152,s,no,NA,NA,NA
692,4,0,4,2013,treasury,9,c7,161,664,2013.treasury.9.c7,Osmia_iridis,Osmia,male,164,4,NA,152,s,no,NA,NA,NA
692,4,0,4,2013,treasury,9,c7,161,664,2013.treasury.9.c7,Osmia_iridis,Osmia,male,164,4,NA,152,s,no,NA,NA,NA
692,4,0,4,2013,treasury,9,c7,161,664,2013.treasury.9.c7,Osmia_iridis,Osmia,male,164,4,NA,152,s,no,NA,NA,NA
699,5,0,5,2013,weather_station,10,a5,190,698,2013.weather_station.10.a5,Osmia_iridis,Osmia,male,200,11,NA,152,s,no,NA,yes,NA
699,5,0,5,2013,weather_station,10,a5,190,698,2013.weather_station.10.a5,Osmia_iridis,Osmia,male,200,11,NA,152,s,no,NA,yes,NA
699,5,0,5,2013,weather_station,10,a5,190,698,2013.weather_station.10.a5,Osmia_iridis,Osmia,male,200,11,NA,155,s,no,NA,yes,NA
699,5,0,5,2013,weather_station,10,a5,190,698,2013.weather_station.10.a5,Osmia_iridis,Osmia,male,200,11,NA,155,s,no,NA,yes,NA
699,5,0,5,2013,weather_station,10,a5,190,698,2013.weather_station.10.a5,Osmia_iridis,Osmia,male,200,11,NA,155,s,no,NA,yes,NA
700,1,0,1,2013,weather_station,10,a8,188,699,2013.weather_station.10.a8,Osmia_iridis,Osmia,female,190,3,NA,180,s,no,NA,NA,NA
704,5,0,5,2013,weather_station,10,b5,178,703,2013.weather_station.10.b5,Osmia_iridis,Osmia,male,187,10,NA,155,m,no,NA,NA,NA
704,5,0,5,2013,weather_station,10,b5,178,703,2013.weather_station.10.b5,Osmia_iridis,Osmia,male,187,10,NA,155,m,no,NA,NA,NA
704,5,0,5,2013,weather_station,10,b5,178,703,2013.weather_station.10.b5,Osmia_iridis,Osmia,male,187,10,NA,155,m,no,NA,NA,NA
704,5,0,5,2013,weather_station,10,b5,178,703,2013.weather_station.10.b5,Osmia_iridis,Osmia,male,187,10,NA,155,m,no,NA,NA,NA
704,5,0,5,2013,weather_station,10,b5,178,703,2013.weather_station.10.b5,Osmia_iridis,Osmia,male,187,10,NA,162,m,no,NA,NA,NA
706,3,0,3,2013,weather_station,10,b7,188,704,2013.weather_station.10.b7,Osmia_iridis,Osmia,male,190,3,NA,155,s,no,NA,NA,NA
706,3,0,3,2013,weather_station,10,b7,188,704,2013.weather_station.10.b7,Osmia_iridis,Osmia,male,190,3,NA,155,s,no,NA,NA,NA
706,3,0,3,2013,weather_station,10,b7,188,704,2013.weather_station.10.b7,Osmia_iridis,Osmia,female,190,3,NA,169,s,no,NA,NA,NA
707,6,0,6,2013,weather_station,10,c3,185,705,2013.weather_station.10.c3,Osmia_iridis,Osmia,male,187,3,NA,155,s,no,NA,NA,NA
707,6,0,6,2013,weather_station,10,c3,185,705,2013.weather_station.10.c3,Osmia_iridis,Osmia,male,187,3,NA,155,s,no,NA,NA,NA
707,6,0,6,2013,weather_station,10,c3,185,705,2013.weather_station.10.c3,Osmia_iridis,Osmia,male,187,3,NA,155,s,no,NA,NA,NA
707,6,0,6,2013,weather_station,10,c3,185,705,2013.weather_station.10.c3,Osmia_iridis,Osmia,male,187,3,NA,155,s,no,NA,NA,NA
707,6,0,6,2013,weather_station,10,c3,185,705,2013.weather_station.10.c3,Osmia_iridis,Osmia,female,187,3,NA,169,s,no,NA,NA,NA
707,6,0,6,2013,weather_station,10,c3,185,705,2013.weather_station.10.c3,Osmia_iridis,Osmia,female,187,3,NA,173,s,no,NA,NA,NA
708,9,0,9,2013,weather_station,10,c6,173,706,2013.weather_station.10.c6,Osmia_iridis,Osmia,male,175,3,NA,155,s,no,NA,NA,NA
708,9,0,9,2013,weather_station,10,c6,173,706,2013.weather_station.10.c6,Osmia_iridis,Osmia,male,175,3,NA,155,s,no,NA,NA,NA
708,9,0,9,2013,weather_station,10,c6,173,706,2013.weather_station.10.c6,Osmia_iridis,Osmia,male,175,3,NA,155,s,no,NA,NA,NA
708,9,0,9,2013,weather_station,10,c6,173,706,2013.weather_station.10.c6,Osmia_iridis,Osmia,female,175,3,NA,173,s,no,NA,NA,NA
708,9,0,9,2013,weather_station,10,c6,173,706,2013.weather_station.10.c6,Osmia_iridis,Osmia,female,175,3,NA,173,s,no,NA,NA,NA
708,9,0,9,2013,weather_station,10,c6,173,706,2013.weather_station.10.c6,Osmia_iridis,Osmia,female,175,3,NA,173,s,no,NA,NA,NA
708,9,0,9,2013,weather_station,10,c6,173,706,2013.weather_station.10.c6,Osmia_iridis,Osmia,female,175,3,NA,173,s,no,NA,NA,NA
708,9,0,9,2013,weather_station,10,c6,173,706,2013.weather_station.10.c6,Osmia_iridis,Osmia,female,175,3,NA,173,s,no,NA,NA,NA
708,9,0,9,2013,weather_station,10,c6,173,706,2013.weather_station.10.c6,Osmia_iridis,Osmia,female,175,3,NA,173,s,no,NA,NA,NA
709,9,0,9,2013,weather_station,10,c7,164,707,2013.weather_station.10.c7,Osmia_iridis,Osmia,male,171,8,NA,155,m,no,NA,NA,NA
709,9,0,9,2013,weather_station,10,c7,164,707,2013.weather_station.10.c7,Osmia_iridis,Osmia,male,171,8,NA,159,m,no,NA,NA,NA
709,9,0,9,2013,weather_station,10,c7,164,707,2013.weather_station.10.c7,Osmia_iridis,Osmia,male,171,8,NA,159,m,no,NA,NA,NA
709,9,0,9,2013,weather_station,10,c7,164,707,2013.weather_station.10.c7,Osmia_iridis,Osmia,male,171,8,NA,159,m,no,NA,NA,NA
709,9,0,9,2013,weather_station,10,c7,164,707,2013.weather_station.10.c7,Osmia_iridis,Osmia,male,171,8,NA,159,m,no,NA,NA,NA
709,9,0,9,2013,weather_station,10,c7,164,707,2013.weather_station.10.c7,Osmia_iridis,Osmia,female,171,8,NA,176,m,no,NA,NA,NA
709,9,0,9,2013,weather_station,10,c7,164,707,2013.weather_station.10.c7,Osmia_iridis,Osmia,female,171,8,NA,176,m,no,NA,NA,NA
709,9,0,9,2013,weather_station,10,c7,164,707,2013.weather_station.10.c7,Osmia_iridis,Osmia,female,171,8,NA,176,m,no,NA,NA,NA
709,9,0,9,2013,weather_station,10,c7,164,707,2013.weather_station.10.c7,Osmia_iridis,Osmia,female,171,8,NA,176,m,no,NA,NA,NA
722,5,0,5,2013,weather_station,5,c9,164,692,2013.weather_station.5.c9,Osmia_iridis,Osmia,male,168,5,NA,159,m,no,NA,NA,no nest
722,5,0,5,2013,weather_station,5,c9,164,692,2013.weather_station.5.c9,Osmia_iridis,Osmia,male,168,5,NA,159,m,no,NA,NA,no nest
722,5,0,5,2013,weather_station,5,c9,164,692,2013.weather_station.5.c9,Osmia_iridis,Osmia,female,168,5,NA,169,m,no,NA,NA,no nest
722,5,0,5,2013,weather_station,5,c9,164,692,2013.weather_station.5.c9,Osmia_iridis,Osmia,female,168,5,NA,169,m,no,NA,NA,no nest
722,5,0,5,2013,weather_station,5,c9,164,692,2013.weather_station.5.c9,Osmia_iridis,Osmia,female,168,5,NA,169,m,no,NA,NA,NA
723,4,0,4,2013,weather_station,5b,a2,173,708,2013.weather_station.5b.a2,Osmia_iridis,Osmia,male,175,3,NA,155,s,no,NA,NA,NA
723,4,0,4,2013,weather_station,5b,a2,173,708,2013.weather_station.5b.a2,Osmia_iridis,Osmia,male,175,3,NA,155,s,no,NA,NA,NA
